ename,etname
隐蔽敷设,行为(机器行为、人类行为)
电线,物理施工元素
隐蔽敷设,行为(机器行为、人类行为)
电缆,物理施工元素
隐蔽敷设,行为(机器行为、人类行为)
管线,物理施工元素
不应大于1Ω,属性值
接地电阻,属性名
各系统总的散流要求,属性值
接地电阻,属性名
不宜超过3℃,属性值
温差,环境条件
维持正压,效用(充当形容词)
中央控制室,空间
维持正压,效用(充当形容词)
设备房,空间
分开设置,行为(机器行为、人类行为)
空调系统,抽象施工元素
专业的要求,文件工作成果
照明,行为(机器行为、人类行为)
低于正常照明的10％,属性值
应急照明,专有名词
低于正常照明的30％,属性值
应急工作照明,环境条件
不应低于1h,属性值
应急照明,专有名词
不应少于20h,属性值
连续运行时间,行为(机器行为、人类行为)
不应少于140h,属性值
连续运行时间,行为(机器行为、人类行为)
应能以100％制动载荷连续运行1h,属性值
连续运行时间,行为(机器行为、人类行为)
本规范第15.4.1条的规定,文件名
电线,物理施工元素
本规范第15.4.1条的规定,文件名
电缆,物理施工元素
不应小于0.5m/s,属性值
额定速度,属性名
宜选用0.65m/s,属性值
额定速度,属性名
不应大于30°,属性值
倾斜角度,属性名
不应大于12°,属性值
倾斜角度,属性名
不宜小于1m,属性值
梯级净宽,属性名
不宜小于2m,属性值
曲率半径,属性名
不宜小于1.5m,属性值
曲率半径,属性名
不应,效用(充当形容词)
排水设施,专有名词
《无障碍设计规范》GB 50763的有关规定,文件名
各项设施,物理施工元素
消防电梯,物理工作成果
设施,物理工作成果
不应小于800kg,属性值
额定载重,属性名
不应小于0.63m/s,属性值
额定速度,属性名
不宜小于1m,属性值
开门宽度,属性名
本规范第15.4.1条的规定,文件名
电线,物理施工元素
本规范第15.4.1条的规定,文件名
电缆,物理施工元素
不应小于250kg,属性值
额定载重,属性名
不宜大于1.2m,属性值
占用宽度,属性名
本规范第15.4.1条的规定,文件名
电线,物理施工元素
本规范第15.4.1条的规定,文件名
电缆,物理施工元素
气候环境条件,环境条件
类型,属性名
车站建筑形式,属性名
类型,属性名
服务水平,属性名
类型,属性名
通风与空调制式,属性名
类型,属性名
安全,效用(充当形容词)
设计,专有名词
可靠,效用(充当形容词)
设计,专有名词
可维护,效用(充当形容词)
设计,专有名词
可扩展,效用(充当形容词)
设计,专有名词
本规范第5章的有关规定,文件名
设计荷载,属性名
各种运营模式的要求,文件名
配置,属性名
各种运营模式的要求,文件名
控制模式,属性名
不应少于30年,属性值
使用寿命,属性名
电磁兼容性要求,文件名
站台门系统,物理工作成果
可调节,属性值
开、关过程时间,属性名
不应大于0.1s,属性值
重复精度,属性名
不应超过70dBA,属性值
噪声峰值,属性名
不应大于67N,属性值
手动解锁力,属性名
不应大于150N,属性值
动作力,属性名
不应小于60万个周期,属性值
平均无故障运行周期,属性名
每天运行20h,属性值
运行强度,属性名
每90s开/关1次,属性值
运行强度,属性名
全年连续运行的要求,属性值
运行强度,属性名
不应低于2m,属性值
滑动门,物理工作成果
不应低于2m,属性值
应急门,物理工作成果
不应低于2m,属性值
净高度,属性名
不应低于1.2m,属性值
高度,属性名
设计要求,文件名
强度,属性名
设计要求,文件名
刚度,属性名
保证最不利条件,属性值
功率,属性名
正常开关,属性值
站台门,物理工作成果
站台门,物理工作成果
功率,属性名
单位独立设置,属性值
车站,建筑
相互独立,效用(充当形容词)
供电回路,抽象施工元素
完成开、关滑动门三次循环的需要,效用(充当形容词)
储能,属性名
不应小于5MΩ,属性值
隔离阻抗,属性名
相互独立,属性值
配电电缆,物理施工元素
相互独立,属性值
线槽,物理施工元素
不应大于1Ω,属性值
接地电阻,属性名
无等电位要求,属性值
站台门,物理工作成果
无等电位要求,属性值
列车车厢,物理施工元素
不应大于1Ω,属性值
接地电阻,属性名
初、近、远期结合,属性值
设计,行为(机器行为、人类行为)
分期实施,行为(机器行为、人类行为)
设计,行为(机器行为、人类行为)
国家现行相关标准的规定,文件名
综合治理,专有名词
车辆,物理施工元素
设计,行为(机器行为、人类行为)
运营管理模式,属性名
生产机构,专有名词
单独设置,属性值
双周/三月检库,空间
单独设置,属性值
停车列检库(棚),空间
近期需要,属性名
规模,属性名
远期规模,属性名
双周/三月检库,空间
车辆,物理施工元素
各种库线,专有名词
规定,文件名
设计,属性名
列车日常维修作业,行为(机器行为、人类行为)
车辆段,空间
列车日常维修作业,行为(机器行为、人类行为)
停车场,空间
工艺要求,文件名
房屋,建筑
不应影响作业,效用(充当形容词)
固定照明灯具,物理施工元素
要求,文件工作成果
地铁给水系统设计,文件工作成果
原则,效用(充当形容词)
地铁给水系统设计,文件工作成果
单独排放,行为(机器行为、人类行为)
生活及粪便污水,专有名词
就近排放,行为(机器行为、人类行为)
生产废水,专有名词
就近排放,行为(机器行为、人类行为)
结构渗漏水,专有名词
就近排放,行为(机器行为、人类行为)
冲洗及消防废水,专有名词
就近排放,行为(机器行为、人类行为)
口部雨水,专有名词
使用要求,文件工作成果
水质,属性名
排放,行为(机器行为、人类行为)
生产废水,专有名词
排放,行为(机器行为、人类行为)
生活污水,专有名词
排放,行为(机器行为、人类行为)
排放标准,文件工作成果
远程控制,行为(机器行为、人类行为)
车站,建筑
远程控制,行为(机器行为、人类行为)
区间主排水泵,物理施工元素
远程控制,行为(机器行为、人类行为)
洞口雨水泵,物理施工元素
规定,行为(机器行为、人类行为)
排放,行为(机器行为、人类行为)
状态,属性名
排水设备,抽象施工元素
不高于35℃,属性值
温度,属性名
设计,行为(机器行为、人类行为)
空调与供暖系统,抽象施工元素
设计,行为(机器行为、人类行为)
通风,环境条件
分期实施,行为(机器行为、人类行为)
设备,物理施工元素
排除余热要求,文件工作成果
活塞通风,环境条件
设备,物理施工元素
不能达到,行为(机器行为、人类行为)
不能达到,行为(机器行为、人类行为)
自然通风,环境条件
结构使用要求,文件工作成果
地下工程,专有名词
抗渗等级要求,文件工作成果
防水混凝土,物理施工元素
耐久性要求,文件工作成果
防水混凝土,物理施工元素
密封垫沟槽,物理施工元素
管片接缝密封垫,物理施工元素
所处地区,空间位置
温度变化影响,环境条件
构造和结构受力要求,文件工作成果
连接形式,抽象施工元素
构造和结构受力要求,文件工作成果
机械性能等级,属性名
施工方法,抽象施工元素
地下结构形式,抽象施工元素
主体结构,抽象施工元素
轻质隔墙,物理施工元素
主体结构,抽象施工元素
内部承重墙,物理施工元素
主体结构,抽象施工元素
隔墙,物理施工元素
基本原则,文件工作成果
地下结构设计,文件工作成果
工程地质,环境条件
施工方法,抽象施工元素
水文地质条件,环境条件
施工方法,抽象施工元素
无砟轨道铺设要求,文件工作成果
桥梁,空间
道岔转辙器,物理施工元素
梁缝位置,空间位置
能力保护原则,文件工作成果
盖梁,物理施工元素
能力保护原则,文件工作成果
结点,物理施工元素
能力保护原则,文件工作成果
基础应作为能力保护构件,物理施工元素
支座,物理施工元素
有关要求,文件工作成果
系统功能要求,文件工作成果
车站设计,抽象施工元素
设备,抽象施工元素
车站设计,抽象施工元素
管理用房,空间
车站设计,抽象施工元素
具体情况,专有名词
售、检票方式,抽象施工元素
设置条件,抽象施工元素
分期实施,行为(机器行为、人类行为)
导向、事故疏散、服务乘客的标志,物理施工元素
位置,属性名
导向、事故疏散、服务乘客的标志,物理施工元素
色彩,属性名
要求,文件工作成果
地面、高架车站,建筑
城市规划、景观及环保要求,文件工作成果
冷却塔,物理施工元素
工艺要求,文件工作成果
冷却塔,物理施工元素
超高峰设计换乘客流量,属性名
通过能力,属性名
气候条件,环境条件
站台层,空间
流量,属性名
横断面,空间位置
用地情况,专有名词
横断面,空间位置
路基宽度,属性名
直线地段,空间位置
折线形,专有名词
曲线地段,空间位置
规定,文件工作成果
平面位置,空间位置
市政排水设施,抽象施工元素
路基,物理施工元素
排水畅通,效用(充当形容词)
排水设施,抽象施工元素
路基位置,空间位置
沿河地段路基,物理施工元素
因素,专有名词
沿河地段路基,物理施工元素
要求,文件工作成果
总体布局,专有名词
关系,专有名词
车站,建筑
当地规划部门要求,文件工作成果
出入口,抽象施工元素
当地规划部门要求,文件工作成果
间距,属性名
当地防淹要求,文件工作成果
地面标高,属性名
当地最高积水位,属性名
槽高,属性名
具体位置,专有名词
建筑形式,抽象施工元素
周边规划要求,文件工作成果
建筑形式,抽象施工元素
客流需求,专有名词
车站设计,抽象施工元素
乘降安全,效用(充当形容词)
车站设计,抽象施工元素
疏导迅速,效用(充当形容词)
车站设计,抽象施工元素
布置紧凑,效用(充当形容词)
车站设计,抽象施工元素
便于管理,效用(充当形容词)
车站设计,抽象施工元素
短、直,属性值
地下出入口通道,物理工作成果
5m,属性值
进风亭口部,空间位置
5m,属性值
出入口口部,空间位置
人流股数,属性名
楼梯宽度,属性名
建筑模数,属性名
楼梯宽度,属性名
人员疏散通行要求,文件工作成果
应急门,物理施工元素
站台计算长度,属性名
门前等候区,空间位置
有关规定,文件工作成果
坡道,物理工作成果
有关规定,文件工作成果
热工设计,文件工作成果
要求,文件工作成果
安全运行,效用(充当形容词)
要求,文件工作成果
乘坐舒适,效用(充当形容词)
强度,属性名
结构,抽象施工元素
竖向刚度,属性名
结构,抽象施工元素
横向刚度,属性名
结构,抽象施工元素
整体性,效用(充当形容词)
结构,抽象施工元素
稳定性,效用(充当形容词)
结构,抽象施工元素
无砟轨道铺设要求,文件工作成果
测点布置,属性名
无砟轨道铺设要求,文件工作成果
观测频次,属性名
无砟轨道铺设要求,文件工作成果
观测周期,属性名
要求,文件工作成果
后期徐变量,属性名
行车方向,属性名
撞击力,属性名
横行车方向,属性名
撞击力,属性名
现行国家标准,文件工作成果
地震力,属性名
现行行业标准,文件工作成果
结构设计,文件工作成果
现行行业标准,文件工作成果
构造要求,文件工作成果
现行国家标准,文件工作成果
容许承载力,属性名
两类,专有名词
板式橡胶支座,物理施工元素
现行行业标准,文件工作成果
橡胶板反力,属性名
厚度,属性名
砟下胶垫层,物理施工元素
现行行业标准,文件工作成果
高架结构,抽象施工元素
防锈处理,行为(机器行为、人类行为)
钢结构,物理施工元素
防锈处理,行为(机器行为、人类行为)
钢连接件,物理施工元素
检修车,专有名词
宽度,属性名
检修作业要求,文件工作成果
检修车,专有名词
混凝土灌注,专有名词
截面尺寸,属性名
振捣质量,专有名词
截面尺寸,属性名
现行行业标准,文件工作成果
截面最小尺寸,属性名
裂缝,专有名词
结构,抽象施工元素
腐蚀环境,环境条件
桥墩,物理施工元素
冻融危害环境,环境条件
部位,空间位置
硅酸盐水泥,物理施工元素
高架结构,抽象施工元素
分开布置,行为(机器行为、人类行为)
轨道梁,物理工作成果
分开布置,行为(机器行为、人类行为)
车站结构,抽象施工元素
现行建筑结构设计规范,文件工作成果
车站结构设计,抽象施工元素
区间桥梁,物理施工元素
结构设计,文件工作成果
独柱纵向间距,属性名
减小,行为(机器行为、人类行为)
现行国家标准,文件工作成果
高架车站结构,抽象施工元素
《建筑抗震设计规范》GB 50011,文件工作成果
现行国家标准,文件工作成果
有关规定,文件工作成果
《建筑抗震设计规范》GB 50011,文件工作成果
完全分开布置,行为(机器行为、人类行为)
轨道梁,物理施工元素
完全分开布置,行为(机器行为、人类行为)
车站结构,抽象施工元素
现行国家标准,文件工作成果
轨道梁桥,物理施工元素
现行国家标准,文件工作成果
车站结构,抽象施工元素
《建筑抗震设计规范》GB 50011,文件工作成果
轨道梁桥,物理施工元素
《建筑抗震设计规范》GB 50011,文件工作成果
车站结构,抽象施工元素
抗震设计,文件工作成果
有关规定,文件工作成果
区间桥梁,文件工作成果
构造要求,文件工作成果
现行国家标准,文件工作成果
构造要求,文件工作成果
有关建筑结构设计标准,文件工作成果
构造要求,文件工作成果
“结构为功能服务”为原则,文件工作成果
地下结构设计,文件工作成果
要求,文件工作成果
地下结构设计,文件工作成果
结构安全,效用(充当形容词)
地下结构设计,文件工作成果
耐久,效用(充当形容词)
地下结构设计,文件工作成果
技术先进,效用(充当形容词)
地下结构设计,文件工作成果
经济合理,效用(充当形容词)
地下结构设计,文件工作成果
线网规划,抽象施工元素
线路,抽象施工元素
节点结构形式,抽象施工元素
线路,抽象施工元素
同步实施,行为(机器行为、人类行为)
线路,抽象施工元素
远期实施条件,专有名词
线路,抽象施工元素
特点,属性名
设计,行为(机器行为、人类行为)
具体情况,专有名词
设计,行为(机器行为、人类行为)
综合评价,行为(机器行为、人类行为)
技术,专有名词
综合评价,行为(机器行为、人类行为)
经济,专有名词
综合评价,行为(机器行为、人类行为)
工期,专有名词
综合评价,行为(机器行为、人类行为)
环境影响,专有名词
施工方法,抽象施工元素
综合评价,行为(机器行为、人类行为)
结构型式,抽象施工元素
综合评价,行为(机器行为、人类行为)
现行行业标准,文件工作成果
地下结构,抽象施工元素
实际轴重,属性名
构件,物理施工元素
竖向荷载作用,专有名词
构件,物理施工元素
线路,抽象施工元素
构件,物理施工元素
实际情况,专有名词
计算荷载,属性名
现行行业标准,文件工作成果
隧道,空间
现行行业标准,文件工作成果
荷载,属性名
《铁路桥涵设计基本规范》TB 10002．1,文件工作成果
现行行业标准,文件工作成果
水泥用量,属性名
高水化热水泥,物理施工元素
水胶比,属性名
混凝土,物理施工元素
混凝土入模温度,属性名
混凝土,物理施工元素
构造和结构受力要求,文件工作成果
连接形式,属性名
构造和结构受力要求,文件工作成果
机械性能等级,属性名
因素,专有名词
施工方法,抽象施工元素
要求,文件工作成果
分节长度,属性名
防水要求,文件工作成果
变形量,属性名
现行行业标准,文件工作成果
设计,文件工作成果
《铁路桥涵设计基本规范》TB 10002．1,文件工作成果
现行行业标准,文件工作成果
因素,专有名词
施工缝位置及间距,属性名
“以防为主，刚柔结合，多道设防，因地制宜，综合治理”的原则,文件工作成果
地下工程防水,行为(机器行为、人类行为)
定级准确,效用(充当形容词)
防水设计,抽象施工元素
方案可靠,效用(充当形容词)
防水设计,抽象施工元素
施工简便,效用(充当形容词)
防水设计,抽象施工元素
经济合理,效用(充当形容词)
防水设计,抽象施工元素
线路设施,抽象施工元素
结构,抽象施工元素
结构,物理施工元素
结构,抽象施工元素
环境安全,专有名词
结构,抽象施工元素
现行国家标准,文件工作成果
建筑屋面,空间位置
现行国家标准,文件工作成果
结构防水,行为(机器行为、人类行为)
施工环境条件,环境条件
防水,行为(机器行为、人类行为)
结构构造型式,属性名
防水,行为(机器行为、人类行为)
防水等级要求,文件工作成果
防水,行为(机器行为、人类行为)
选用卷材防水层,空间
防水,行为(机器行为、人类行为)
涂料防水层,空间
防水,行为(机器行为、人类行为)
塑料防水板防水层,空间
防水,行为(机器行为、人类行为)
膨润土防水层,空间
防水,行为(机器行为、人类行为)
物理力学性能,专有名词
厚度,属性名
施工工艺,专有名词
厚度,属性名
技术要求,文件工作成果
管片接缝密封垫,物理施工元素
埋深水压,属性名
止水带,物理施工元素
长期密封止水要求,文件工作成果
止水带,物理施工元素
生理及心理条件要求,文件工作成果
通风,环境条件
需要,行为(机器行为、人类行为)
通风,环境条件
生理及心理条件要求,文件工作成果
空调与供暖系统,抽象施工元素
需要,行为(机器行为、人类行为)
空调与供暖系统,抽象施工元素
地铁内部空气环境,环境条件
通风,环境条件
地铁内部空气环境,环境条件
空调与供暖系统,抽象施工元素
Y,属性值
水平坐标轴,专有名词
Z,属性值
坐标轴,专有名词
至,空间位置
宽度,属性名
承载能力,属性名
设计,行为(机器行为、人类行为)
补充电源,抽象施工元素
绿色能源,抽象施工元素
一级负荷,专有名词
牵引用电负荷,专有名词
避雷线,物理工作成果
接触网架空地线,物理工作成果
抑制,行为(机器行为、人类行为)
原则,文件工作成果
减少,行为(机器行为、人类行为)
原则,文件工作成果
排流网,物理工作成果
结构钢筋,抽象施工元素
不接地系统,抽象施工元素
直流牵引供电系统,抽象施工元素
900mm,属性值
通道净距,属性名
一级负荷,专有名词
用电负荷,专有名词
二级负荷,专有名词
用电负荷,专有名词
一级,属性值
负荷等级,属性名
系统,抽象施工元素
综合监控系统,抽象施工元素
基础,专有名词
运营管理需求,文件工作成果
工业级网络,物理工作成果
设备,物理施工元素
控制产品,物理工作成果
设备,物理施工元素
一级负荷,属性值
供电负荷,属性名
技术先进,效用(充当形容词)
乘客信息系统,抽象施工元素
经济合理,效用(充当形容词)
乘客信息系统,抽象施工元素
简洁实用,效用(充当形容词)
乘客信息系统,抽象施工元素
二级负荷,属性值
负荷等级,专有名词
员工卡,专有名词
授权卡,专有名词
防灾和应急指挥中心,建筑
控制中心,建筑
低廉,属性值
运营成本,属性名
线路短,效用(充当形容词)
管线敷设,行为(机器行为、人类行为)
交叉少,效用(充当形容词)
管线敷设,行为(机器行为、人类行为)
双扇中分门,专有名词
开门宽度,属性名
0.15m/s,属性值
额定速度,属性名
直线,属性值
停靠方式,属性名
90°,属性值
停靠方式,属性名
180°,属性值
停靠方式,属性名
远期列车编组数,属性名
数量,属性名
可靠锁闭,属性值
滑动门,物理工作成果
可靠锁闭,属性值
应急门,物理工作成果
可靠锁闭,属性值
端门,物理工作成果
专用钥匙开启,属性值
站台侧,空间位置
硬线传输,属性值
关键命令,属性名
硬线传输,属性值
响应,属性名
一级负荷,属性值
供电,行为(机器行为、人类行为)
困难,效用(充当形容词)
远期扩建,行为(机器行为、人类行为)
宜为1.3m～1.5m,属性值
坑深,属性名
不应小于下式的计算值,属性值
长度,属性名
贯通式库型,属性值
车辆段,空间
贯通式库型,属性值
停车场,空间
贯通式库型,属性值
运用库,空间
复合墙,物理施工元素
侧墙,物理施工元素
合建式,抽象施工元素
地面出入口,空间位置
独立式,抽象施工元素
地面出入口,空间位置
附加力,属性名
荷载,属性名
A类工程,专有名词
特殊结构桥梁,空间
B类工程,专有名词
其他桥梁,空间
胶凝材料,物理施工元素
硅酸盐水泥,物理施工元素
悬臂构件,物理施工元素
L0,专有名词
重点设防类,属性值
抗震设防类别,属性名
不燃材料,材质
车辆,物理施工元素
阻燃材料,材质
车辆,物理施工元素
不燃材料,材质
设施,物理施工元素
阻燃材料,材质
设施,物理施工元素
接触网受电弓,物理施工元素
受电方式,属性名
接触轨受流器,物理施工元素
受电方式,属性名
统一尺寸,属性值
地铁车辆,物理施工元素
材料,属性名
之间,空间位置
材料,属性名
之间,空间位置
安装,行为(机器行为、人类行为)
蓄电池箱,工具
微机控制,行为(机器行为、人类行为)
制动系统,抽象施工元素
平坡,属性值
区间地面线,空间
平坡,属性值
高架线,空间
轨距加宽,行为(机器行为、人类行为)
曲线地段,空间
无砟道床,物理工作成果
地下线,空间
无砟道床,物理工作成果
高架线,空间
无砟道床,物理工作成果
地面车站,空间
有砟道床,物理工作成果
地面线,空间
一种,属性值
正线,空间
一种,属性值
曲线地段,空间
无砟道床,物理工作成果
车场库内线,空间
钢轨,物理施工元素
钢轨,物理施工元素
钢轨,物理施工元素
车场线,空间
对接,行为(机器行为、人类行为)
钢轨接头,物理施工元素
厂制缩短轨,属性值
曲线内股,物理施工元素
错接,行为(机器行为、人类行为)
钢轨接头,物理施工元素
连接,行为(机器行为、人类行为)
钢轨,物理施工元素
弹性扣件,物理施工元素
钢轨,物理施工元素
预制钢筋混凝土轨枕,物理施工元素
无砟道床地段,空间
预应力混凝土枕,物理施工元素
有砟道床地段,空间
弹性分开式扣件,物理施工元素
道岔结构,物理施工元素
减振轨道类型,属性名
工程,专有名词
减振产品,专有名词
工程,专有名词
反光材料,材质
标志,专有名词
产品,专有名词
主要材料,专有名词
综合接地系统,抽象施工元素
功能性接地,专有名词
综合接地系统,抽象施工元素
保护性接地,专有名词
综合接地系统,抽象施工元素
防雷接地,专有名词
集中式供电,行为(机器行为、人类行为)
地铁外部电源方案,文件工作成果
分散式供电,行为(机器行为、人类行为)
地铁外部电源方案,文件工作成果
混合式供电,行为(机器行为、人类行为)
地铁外部电源方案,文件工作成果
直流双导线制,文件工作成果
牵引网,物理施工元素
双边供电,行为(机器行为、人类行为)
牵引变电所,建筑
电动隔离开关,物理施工元素
主备两路电源,抽象施工元素
成套装置,物理施工元素
变电所直流操作电源,抽象施工元素
铝合金汇流排,物理施工元素
刚性架空接触网,物理工作成果
耐火铜芯电缆,物理施工元素
配电线路,抽象施工元素
矿物绝缘耐火铜芯电缆,物理施工元素
配电线路,抽象施工元素
支架,物理工作成果
电缆,物理施工元素
遮阳措施,抽象施工元素
电缆,物理施工元素
管材,物理施工元素
电缆,物理施工元素
刚性固定方式,文件工作成果
电缆,物理施工元素
电缆,物理施工元素
敷设,行为(机器行为、人类行为)
结构钢筋,抽象施工元素
无砟道床,物理工作成果
接地装置,物理施工元素
供电系统,抽象施工元素
接地装置,物理施工元素
其他系统,抽象施工元素
集中供电,行为(机器行为、人类行为)
通信设备,物理施工元素
综合接地方式,文件工作成果
地铁车站,建筑
综合接地方式,文件工作成果
控制中心,空间
综合接地方式,文件工作成果
车辆基地,空间
分设接地方式,文件工作成果
车辆基地,空间
硬件接口,抽象施工元素
网络管理系统间,空间
通信协议,文件工作成果
网络管理系统间,空间
光缆,物理施工元素
传输系统,抽象施工元素
非金属加强芯,材质
光缆,物理施工元素
材料,抽象施工元素
通信主干电缆,物理施工元素
材料,抽象施工元素
光缆,物理施工元素
合设方式,文件工作成果
公务电话系统,抽象施工元素
合设方式,文件工作成果
专用电话系统,抽象施工元素
列车控制方式,文件工作成果
ATC系统,抽象施工元素
移动闭塞,专有名词
ATC系统,抽象施工元素
准移动闭塞制式,专有名词
ATC系统,抽象施工元素
热备冗余结构,抽象施工元素
ATP车载设备,物理施工元素
冗余结构,抽象施工元素
无人驾驶系统ATP地面/车载计算机设备,物理施工元素
冗余结构,抽象施工元素
ATO设备,物理施工元素
无人驾驶方式,属性名
ATO设备,物理施工元素
设备,物理施工元素
自动售检票系统,抽象施工元素
清分中心,专有名词
网络,专有名词
线路中心,专有名词
网络,专有名词
车站三级组网,专有名词
网络,专有名词
专用通信传输网,物理工作成果
互连,专有名词
通信协议,文件工作成果
网络通信接口,抽象施工元素
三级管理模式,专有名词
自动售检票系统,抽象施工元素
电线,物理施工元素
自动售检票系统,抽象施工元素
电缆,物理施工元素
自动售检票系统,抽象施工元素
综合接地,行为(机器行为、人类行为)
自动售检票系统,抽象施工元素
地铁公共通信网络,抽象施工元素
地铁全线火灾自动报警,专有名词
地铁公共通信网络,抽象施工元素
信息传输网络,抽象施工元素
供电回路,抽象施工元素
消防用电设备,物理施工元素
穿,行为(机器行为、人类行为)
传输线路,抽象施工元素
封闭式线槽保护方式,文件工作成果
传输线路,抽象施工元素
穿管布线,行为(机器行为、人类行为)
传输线路,抽象施工元素
电线,物理施工元素
火灾自动报警系统,抽象施工元素
电缆,物理施工元素
火灾自动报警系统,抽象施工元素
运营管理需求,文件工作成果
构建,行为(机器行为、人类行为)
通信系统传输网络,抽象施工元素
骨干网,抽象施工元素
车站级,属性名
控制中心楼宇,建筑
通信系统,抽象施工元素
骨干网,物理工作成果
传输网络组网,物理工作成果
骨干网,物理工作成果
平板显示器,专有名词
终端显示设备,工具
多媒体触摸屏,专有名词
终端显示设备,工具
分层、分布式计算机控制系统,抽象施工元素
环境与设备监控系统,抽象施工元素
结构,属性名
软件系统,抽象施工元素
层次性模型,专有名词
软件系统,抽象施工元素
技术,专有名词
系统软件,抽象施工元素
一点接地,专有名词
屏蔽层,专有名词
全数字的方式,属性值
信息采集,行为(机器行为、人类行为)
全数字的方式,属性值
传输,行为(机器行为、人类行为)
全数字的方式,属性值
显示,行为(机器行为、人类行为)
综合接地,属性值
乘客信息系统,物理工作成果
无卤,属性值
数据线,专有名词
低烟,属性值
数据线,专有名词
出门按钮,工具
开门,行为(机器行为、人类行为)
紧急开门按钮,工具
开门,行为(机器行为、人类行为)
紧急开门按钮,工具
开门,行为(机器行为、人类行为)
综合布线,物理施工元素
控制中心,空间
综合管线敷设方式,专有名词
控制中心,空间
电缆井,专有名词
竖向布线,专有名词
公共交通型,属性名
地铁,建筑
室外型产品,物理工作成果
室外的自动扶梯,物理工作成果
阻燃材料,材质
传输设备,工具
构造措施,专有名词
安装位置,空间位置
无机房电梯,物理工作成果
车站,建筑
液压电梯,专有名词
车站,建筑
不燃,属性值
井道壁,专有名词
不燃,属性值
底面,专有名词
不燃,属性值
顶板,专有名词
坚固,属性值
井道壁,专有名词
坚固,属性值
底面,专有名词
坚固,属性值
顶板,专有名词
无粉尘,属性值
井道壁,专有名词
无粉尘,属性值
底面,专有名词
无粉尘,属性值
顶板,专有名词
一级负荷,专有名词
供电,行为(机器行为、人类行为)
钢筋混凝土结构,专有名词
井道,空间
其他结构类型,专有名词
井道,空间
室外型轮椅升降机,工具
露天出入口,空间
防滑材料,专有名词
轮椅升降机,工具
相应的构造措施,属性值
门体结构,属性名
直流永磁电机,物理施工元素
驱动电机,物理施工元素
开放的,效用(充当形容词)
站台门监控系统,物理工作成果
冗余配置,专有名词
系统控制电源模块,物理施工元素
综合接地,属性值
设备,工具
远期规模,属性名
用地范围,属性名
节约用地,效用(充当形容词)
车辆基地设计,行为(机器行为、人类行为)
节约能源,效用(充当形容词)
车辆基地设计,行为(机器行为、人类行为)
资源,效用(充当形容词)
车辆基地设计,行为(机器行为、人类行为)
日常维修,行为(机器行为、人类行为)
车辆检修,行为(机器行为、人类行为)
定期检修,行为(机器行为、人类行为)
车辆检修,行为(机器行为、人类行为)
安全,效用(充当形容词)
当地的环境要求,属性名
实用,效用(充当形容词)
当地的环境要求,属性名
美观,效用(充当形容词)
当地的环境要求,属性名
城市杂用水系统,抽象施工元素
内部冲厕、绿化及地面冲洗水,专有名词
重复利用,行为(机器行为、人类行为)
废水,专有名词
排放,行为(机器行为、人类行为)
其他含油废水,专有名词
渗透地面,物理工作成果
车辆基地,空间
屋顶绿化,物理工作成果
车辆基地,空间
技术经济比较,专有名词
车辆基地,空间
液位自动控制、就地控制方式,抽象施工元素
排水泵,物理施工元素
城市自来水,专有名词
地铁给水水源,专有名词
给水水源,专有名词
地铁给水水源,专有名词
球墨铸铁给水管,物理施工元素
室外给水管,物理施工元素
胶圈接口,物理施工元素
室外给水管,物理施工元素
措施,抽象施工元素
通风与空调系统,抽象施工元素
活塞通风,环境条件
正常通风,环境条件
消声和减振措施,抽象施工元素
通风系统,抽象施工元素
消声和减振措施,抽象施工元素
空调系统,抽象施工元素
降温,行为(机器行为、人类行为)
地面变电所,空间
机械排风、自然进风的方式,抽象施工元素
地面变电所,空间
自防水,属性名
地下工程,专有名词
接缝防水,属性名
地下工程,专有名词
防水层,抽象施工元素
地下工程,专有名词
自防水,行为(机器行为、人类行为)
防水,行为(机器行为、人类行为)
防水措施,抽象施工元素
防水,行为(机器行为、人类行为)
双道防线,专有名词
地下结构,抽象施工元素
双道防线,专有名词
地下结构,抽象施工元素
塑料防水板,物理施工元素
复合式衬砌夹层防水层,抽象施工元素
防腐蚀处理,行为(机器行为、人类行为)
表面,空间位置
材料,物理施工元素
注浆材料,物理施工元素
方案,文件工作成果
施工方法,抽象施工元素
钢筋混凝土桥墩,物理工作成果
区间桥梁,空间
分段统一,效用(充当形容词)
桥墩类型,属性名
独柱式带长悬臂“桥-建”组合结构体系,抽象施工元素
岛式车站,建筑
钢结构,抽象施工元素
高架车站轨道梁,物理施工元素
钢结构,抽象施工元素
支承结构,抽象施工元素
设计,行为(机器行为、人类行为)
车站设计,抽象施工元素
分期建设,行为(机器行为、人类行为)
土建工程,专有名词
分期建设,行为(机器行为、人类行为)
地面,空间位置
分期建设,行为(机器行为、人类行为)
高架车站,建筑
分期建设,行为(机器行为、人类行为)
相关地面建筑,建筑
人工式,属性名
售、检票方式,抽象施工元素
半自动或自动式,属性名
售、检票方式,抽象施工元素
可透视栅栏,物理施工元素
分隔,抽象施工元素
平开栅栏门,物理施工元素
分隔,抽象施工元素
吸声处理,行为(机器行为、人类行为)
车站轨道区,空间位置
隔声、吸声措施,抽象施工元素
房间,空间
综合防治措施,抽象施工元素
地面、高架车站,建筑
声屏障,物理施工元素
地面、高架车站,建筑
下沉式或全地下式,属性名
冷却塔,物理施工元素
